FROM,TO,VALUE
4499,4499,700
4505,4505,530
4516,4516,500
4525,4525,550
4532,4532,521
4534,4534,522
4541,4541,700
4566,4566,522
4567,4567,600
4578,4578,522
4591,4591,522
4598,4598,530
4637,4637,521
4650,4650,550
4652,4652,510
4708,4708,550
4753,4753,521
4762,4762,550
4766,4766,510
4767,4767,530
4785,4785,530
4795,4795,500
4827,4827,530
4839,4839,521
4887,4887,521
4913,4913,500
4916,4916,550
4918,4918,530
4955,4955,521
4970,4970,530
5009,5009,600
5040,5040,600
5053,5053,500
5057,5057,700
5073,5073,500
5083,5083,600
5097,5097,550
5109,5109,500
5142,5142,522
5149,5149,700
5157,5157,500
5158,5158,700
5170,5170,521
5208,5208,530
5246,5246,550
750,750,700
760,760,600
761,761,550
762,762,510
766,766,550
767,767,550
784,784,600
785,785,700
789,789,500
791,791,521
792,792,700
802,802,700
823,823,530
848,848,521
850,850,501
872,872,600
895,895,530
902,902,700
948,948,550
973,973,522
1028,1028,500
1037,1037,550
1040,1040,700
1095,1095,600
1102,1102,500
1104,1104,550
1115,1115,500
1159,1159,530
1172,1172,550
1180,1180,530
1186,1186,521
1196,1196,501
1198,1198,510
1200,1200,500
1201,1201,500
1211,1211,700
1237,1237,530
1252,1252,700
1260,1260,700
1262,1262,700
1284,1284,521
1315,1315,700
1322,1322,550
1334,1334,522
1338,1338,502
1383,1383,700
1429,1429,530
1457,1457,550
1462,1462,700
1465,1465,522
1484,1484,500
1491,1491,530
1513,1513,550
1533,1533,510
1541,1541,700
1547,1547,600
1554,1554,530
1556,1556,550
1568,1568,550
1569,1569,521
1589,1589,522
1636,1636,700
1641,1641,700
1666,1666,530
1695,1695,700
1705,1705,530
1706,1706,500
1717,1717,500
1742,1742,700
1746,1746,530
1780,1780,600
1789,1789,504
1807,1807,521
1816,1816,530
1829,1829,530
1841,1841,600
1846,1846,700
1866,1866,700
1900,1900,521
1922,1922,700
1942,1942,510
1966,1966,700
1967,1967,700
2016,2016,530
2052,2052,530
2058,2058,530
2082,2082,700
2088,2088,521
2108,2108,521
2118,2118,700
2153,2153,550
2162,2162,520
2164,2164,521
2180,2180,500
2184,2184,550
2188,2188,530
2206,2206,550
2208,2208,600
2221,2221,700
2240,2240,500
2246,2246,700
2263,2263,700
2266,2266,500
2273,2273,522
2283,2283,550
2359,2359,522
2367,2367,600
2380,2380,700
2394,2394,510
2436,2436,700
2438,2438,550
2449,2449,700
2454,2454,700
2482,2482,550
2486,2486,521
2487,2487,600
2498,2498,550
2502,2502,600
2511,2511,600
2514,2514,700
2518,2518,501
2545,2545,530
2570,2570,700
2584,2584,500
2589,2589,510
2620,2620,530
2642,2642,700
2645,2645,700
2651,2651,502
2660,2660,600
2690,2690,530
2719,2719,510
2733,2733,700
2734,2734,500
2760,2760,522
2800,2800,600
2803,2803,510
2811,2811,600
2812,2812,700
2830,2830,530
2842,2842,500
2845,2845,600
2856,2856,510
2858,2858,500
2863,2863,600
2864,2864,600
2866,2866,500
2871,2871,700
2881,2881,500
2935,2935,700
2955,2955,530
2979,2979,530
2997,2997,522
3000,3000,700
3008,3008,510
3013,3013,600
3015,3015,700
3018,3018,700
3019,3019,530
3021,3021,530
3022,3022,700
3026,3026,700
3053,3053,550
3075,3075,530
3116,3116,700
3119,3119,500
3129,3129,550
3143,3143,500
3147,3147,700
3155,3155,600
3157,3157,530
3179,3179,500
3188,3188,700
3192,3192,700
3193,3193,501
3209,3209,530
3256,3256,600
3265,3265,550
3266,3266,500
3268,3268,700
3299,3299,700
3301,3301,700
3310,3310,500
3314,3314,521
3318,3318,510
3332,3332,521
3338,3338,500
3346,3346,700
3362,3362,530
3367,3367,700
3370,3370,700
3371,3371,530
3383,3383,522
3397,3397,500
3398,3398,521
3400,3400,700
3411,3411,700
3414,3414,521
3415,3415,500
3434,3434,550
3445,3445,600
3454,3454,600
3457,3457,501
3467,3467,700
3476,3476,500
3484,3484,550
3492,3492,550
3496,3496,522
3510,3510,550
3522,3522,550
3531,3531,700
3533,3533,521
3536,3536,520
3545,3545,521
3561,3561,530
3589,3589,530
3590,3590,502
3603,3603,700
3620,3620,521
3635,3635,550
3639,3639,600
3640,3640,530
3655,3655,700
3673,3673,700
3678,3678,700
3688,3688,502
3710,3710,521
3714,3714,510
3715,3715,700
3732,3732,521
3744,3744,700
3754,3754,700
3756,3756,530
3758,3758,502
3761,3761,500
3768,3768,700
3794,3794,700
3797,3797,501
3801,3801,700
3808,3808,700
3818,3818,503
3824,3824,501
3827,3827,500
3834,3834,700
3847,3847,600
3859,3859,700
3866,3866,520
3871,3871,501
3875,3875,500
3878,3878,700
3883,3883,700
3886,3886,510
3891,3891,530
3894,3894,510
3897,3897,530
3899,3899,502
3909,3909,530
3918,3918,510
3956,3956,700
3958,3958,530
3977,3977,600
3982,3982,530
4004,4004,700
4031,4031,500
4044,4044,700
4045,4045,600
4049,4049,500
4066,4066,700
4073,4073,522
4080,4080,700
4081,4081,700
4089,4089,600
4102,4102,550
4107,4107,530
4110,4110,700
4111,4111,700
4156,4156,700
4171,4171,500
4172,4172,700
4188,4188,530
4215,4215,530
4230,4230,521
4248,4248,530
4253,4253,700
4260,4260,500
4262,4262,700
4273,4273,522
4275,4275,700
4279,4279,550
4292,4292,550
4300,4300,500
4302,4302,550
4321,4321,530
4325,4325,530
4328,4328,700
4359,4359,522
4379,4379,502
4383,4383,530
4407,4407,521
4408,4408,500
4419,4419,510
4428,4428,700
4436,4436,550
4442,4442,700
4455,4455,600
4457,4457,501
4472,4472,530
4474,4474,501
4477,4477,700
4478,4478,700
4490,4490,510
4501,4501,521
4503,4503,700
4508,4508,700
4531,4531,521
4533,4533,522
4536,4536,510
4540,4540,520
4555,4555,501
4564,4564,500
4575,4575,521
4583,4583,522
4584,4584,550
4613,4613,520
4619,4619,500
4628,4628,530
4653,4653,500
4690,4690,700
4699,4699,522
4706,4706,700
4710,4710,521
4712,4712,550
4714,4714,530
4717,4717,522
4724,4724,550
4726,4726,700
4727,4727,550
4740,4740,521
4746,4746,510
4755,4755,500
4759,4759,521
4777,4777,700
4778,4778,530
4791,4791,600
4823,4823,502
4828,4828,530
4837,4837,510
4842,4842,500
4843,4843,500
4849,4849,510
4858,4858,550
4861,4861,521
4874,4874,522
4903,4903,600
4912,4912,521
4941,4941,520
4949,4949,520
4950,4950,522
4962,4962,700
4973,4973,522
4986,4986,700
5002,5002,521
5028,5028,600
5031,5031,600
5067,5067,600
5076,5076,521
5087,5087,530
5089,5089,500
5090,5090,700
5092,5092,600
5115,5115,521
5119,5119,500
5131,5131,600
5134,5134,600
5143,5143,550
5145,5145,510
5146,5146,522
5159,5159,550
5174,5174,700
5177,5177,500
5190,5190,500
5194,5194,550
5199,5199,600
5201,5201,600
5203,5203,600
5207,5207,530
5216,5216,700
5218,5218,550
5223,5223,700
5226,5226,530
5234,5234,521
5235,5235,700
5249,5249,550
803,803,700
804,804,522
805,805,500
816,816,521
819,819,600
821,821,550
824,824,551
827,827,700
830,830,500
847,847,500
854,854,530
866,866,600
869,869,600
870,870,530
882,882,700
883,883,530
888,888,530
894,894,521
901,901,700
924,924,521
932,932,550
933,933,700
945,945,500
946,946,600
947,947,550
954,954,700
956,956,530
971,971,530
977,977,550
980,980,530
987,987,522
1002,1002,550
1005,1005,522
1013,1013,550
1016,1016,600
1026,1026,510
1038,1038,700
1044,1044,500
1056,1056,550
1058,1058,500
1069,1069,500
1070,1070,700
1073,1073,522
1079,1079,500
1081,1081,700
1082,1082,500
1088,1088,530
1126,1126,550
1132,1132,500
1134,1134,530
1143,1143,530
1147,1147,530
1156,1156,530
1165,1165,501
1168,1168,700
1173,1173,530
1181,1181,502
1185,1185,522
1190,1190,550
1191,1191,700
1199,1199,500
1203,1203,700
1205,1205,700
1206,1206,500
1207,1207,530
1221,1221,530
1238,1238,700
1245,1245,700
1247,1247,502
1248,1248,600
1249,1249,700
1258,1258,700
1264,1264,550
1266,1266,600
1269,1269,700
1274,1274,600
1276,1276,700
1291,1291,700
1294,1294,700
1295,1295,510
1308,1308,700
1310,1310,500
1323,1323,700
1329,1329,500
1335,1335,700
1352,1352,520
1353,1353,500
1363,1363,550
1368,1368,500
1376,1376,700
1387,1387,700
1394,1394,551
1400,1400,550
1407,1407,530
1442,1442,700
1445,1445,700
1461,1461,510
1467,1467,550
1470,1470,550
1479,1479,700
1483,1483,500
1490,1490,500
1497,1497,550
1500,1500,700
1502,1502,521
1503,1503,500
1512,1512,530
1530,1530,600
1532,1532,551
1537,1537,700
1550,1550,530
1553,1553,700
1561,1561,600
1573,1573,700
1593,1593,600
1611,1611,700
1626,1626,510
1633,1633,700
1639,1639,510
1640,1640,700
1642,1642,550
1648,1648,550
1660,1660,530
1672,1672,550
1674,1674,700
1682,1682,700
1690,1690,700
1694,1694,700
1696,1696,700
1697,1697,550
1698,1698,700
1699,1699,700
1702,1702,550
1707,1707,700
1710,1710,510
1712,1712,700
1713,1713,522
1721,1721,550
1727,1727,700
1737,1737,500
1745,1745,600
1747,1747,500
1754,1754,700
1757,1757,530
1759,1759,600
1774,1774,530
1775,1775,700
1778,1778,521
1784,1784,700
1795,1795,521
1815,1815,500
1821,1821,700
1824,1824,550
1826,1826,522
1836,1836,700
1838,1838,530
1840,1840,600
1843,1843,521
1847,1847,500
1853,1853,600
1872,1872,501
1881,1881,700
1893,1893,550
1901,1901,700
1919,1919,700
1920,1920,700
1943,1943,700
1944,1944,700
1945,1945,700
1948,1948,700
1959,1959,700
1960,1960,700
1961,1961,521
1971,1971,550
1975,1975,700
1997,1997,700
2000,2000,551
2003,2003,550
2020,2020,530
2026,2026,700
2033,2033,550
2046,2046,700
2055,2055,550
2059,2059,530
2061,2061,600
2066,2066,700
2072,2072,700
2074,2074,521
2093,2093,700
2097,2097,700
2104,2104,600
2112,2112,500
2129,2129,550
2132,2132,530
2151,2151,700
2155,2155,600
2158,2158,600
2160,2160,550
2177,2177,700
2178,2178,700
2179,2179,530
2181,2181,510
2182,2182,530
2186,2186,600
2191,2191,521
2195,2195,521
2200,2200,502
2226,2226,600
2229,2229,700
2230,2230,551
2250,2250,550
2253,2253,700
2262,2262,700
2265,2265,530
2274,2274,522
2279,2279,550
2282,2282,700
2291,2291,500
2294,2294,700
2308,2308,520
2312,2312,550
2317,2317,700
2320,2320,700
2337,2337,700
2339,2339,700
2342,2342,700
2350,2350,700
2352,2352,700
2353,2353,700
2357,2357,700
2363,2363,600
2364,2364,550
2365,2365,550
2371,2371,510
2373,2373,700
2384,2384,700
2386,2386,600
2387,2387,600
2393,2393,501
2395,2395,530
2400,2400,551
2415,2415,551
2416,2416,500
2427,2427,700
2428,2428,700
2430,2430,700
2434,2434,600
2471,2471,700
2483,2483,600
2484,2484,700
2485,2485,521
2495,2495,520
2497,2497,700
2505,2505,530
2507,2507,700
2510,2510,510
2520,2520,521
2521,2521,530
2529,2529,700
2538,2538,520
2539,2539,500
2542,2542,700
2553,2553,700
2557,2557,530
2559,2559,530
2565,2565,550
2566,2566,550
2574,2574,530
2586,2586,700
2587,2587,600
2588,2588,700
2592,2592,700
2594,2594,550
2598,2598,700
2601,2601,521
2602,2602,550
2606,2606,700
2609,2609,510
2617,2617,500
2618,2618,600
2631,2631,510
2644,2644,530
2649,2649,700
